order_id,order_date,store_id,product_id,customer_id,sales_channel,units_sold,unit_price,discount_pct,payment_status,delivery_status
O-00301,07-03-2026,ST-012,P-005,C-0074,Mobile App,2,53.9,10,Paid,Returned
O-00302,25-04-2026,ST-003,P-010,C-0048,Online,3,103.95,0,Paid,Delivered
O-00303,16-02-2026,ST-014,P-001,C-0002,Partner,4,359.1,10,Paid,Delivered
O-00304,23-02-2026,ST-009,P-001,C-0054,Mobile App,4,418.95,0,Paid,Delivered
O-00305,29-01-2026,ST-006,P-010,C-0016,Online,9,89.1,0,Pending,Delivered
O-00306,12-03-2026,ST-014,P-008,C-0037,Partner,5,261.45,0,Paid,Processing
O-00307,01-03-2026,ST-005,P-004,C-0073,Mobile App,5,238.8,0,Pending,Delivered
O-00308,04-01-2026,ST-013,P-009,C-0032,In-store,3,179.1,10,Paid,Delivered
O-00309,09-03-2026,ST-001,P-006,C-0049,In-store,5,89.1,0,Pending,Returned
O-00310,25-04-2026,ST-003,P-001,C-0036,Partner,2,359.1,0,Paid,Returned
O-00311,15-04-2026,ST-010,P-002,C-0013,Partner,9,149,20,Paid,Delivered
O-00312,19-04-2026,ST-011,P-007,C-0017,Mobile App,4,418.95,5,Pending,Processing
O-00313,18-01-2026,ST-008,P-006,C-0035,Online,4,89.1,0,Paid,Delivered
O-00314,10-03-2026,ST-008,P-003,C-0060,Mobile App,6,658.9,0,Paid,Returned
O-00315,14-04-2026,ST-008,P-005,C-0034,Mobile App,2,44.1,0,Paid,Delivered
O-00316,07-03-2026,ST-003,P-006,C-0012,Online,4,103.95,10,Paid,Processing
O-00317,12-03-2026,ST-001,P-003,C-0052,In-store,8,718.8,20,Paid,Returned
O-00318,17-04-2026,ST-013,P-002,C-0018,In-store,2,134.1,0,Paid,Delivered
O-00319,09-01-2026,ST-006,P-007,C-0011,In-store,5,359.1,0,Pending,Delivered
O-00320,07-01-2026,ST-015,P-002,C-0043,In-store,2,134.1,10,Pending,Returned
O-00321,28-01-2026,ST-001,P-008,C-0049,In-store,7,249,5,Paid,Processing
O-00322,20-03-2026,ST-015,P-008,C-0020,In-store,1,298.8,15,Paid,Returned
O-00323,05-02-2026,ST-015,P-007,C-0071,Partner,8,359.1,0,Paid,Returned
O-00324,18-02-2026,ST-011,P-004,C-0068,Mobile App,4,238.8,0,Pending,Returned
O-00325,04-02-2026,ST-015,P-006,C-0073,In-store,9,103.95,10,Paid,Processing
O-00326,09-03-2026,ST-004,P-010,C-0004,Mobile App,5,89.1,10,Paid,Delivered
O-00327,08-01-2026,ST-004,P-002,C-0031,In-store,5,178.8,20,Pending,Processing
O-00328,04-01-2026,ST-003,P-003,C-0031,Mobile App,6,628.95,15,Paid,Delivered
O-00329,12-01-2026,ST-009,P-008,C-0040,Online,3,273.9,0,Paid,Delivered
O-00330,26-01-2026,ST-009,P-001,C-0062,In-store,1,418.95,15,Paid,Delivered
O-00331,28-04-2026,ST-001,P-006,C-0003,In-store,3,118.8,20,Paid,Processing
O-00332,11-02-2026,ST-006,P-002,C-0051,In-store,2,156.45,5,Paid,Returned
O-00333,24-04-2026,ST-011,P-008,C-0041,Mobile App,3,298.8,20,Paid,Delivered
O-00334,01-01-2026,ST-005,P-007,C-0038,Partner,3,399,20,Paid,Delivered
O-00335,30-04-2026,ST-006,P-010,C-0079,Partner,4,118.8,0,Paid,Processing
O-00336,24-04-2026,ST-004,P-002,C-0045,Online,6,149,20,Paid,Returned
O-00337,02-02-2026,ST-005,P-001,C-0027,Online,4,359.1,5,Paid,Delivered
O-00338,23-04-2026,ST-008,P-007,C-0054,Partner,3,438.9,10,Paid,Returned
O-00339,10-01-2026,ST-014,P-002,C-0062,Online,4,149,10,Paid,Delivered
O-00340,24-04-2026,ST-005,P-006,C-0014,Partner,2,103.95,0,Paid,Delivered
O-00341,25-04-2026,ST-015,P-009,C-0012,Partner,6,238.8,15,Paid,Returned
O-00342,12-02-2026,ST-010,P-003,C-0056,In-store,3,539.1,0,Paid,Returned
O-00343,31-01-2026,ST-012,P-009,C-0070,Online,5,208.95,5,Paid,Returned
O-00344,01-01-2026,ST-009,P-010,C-0063,Partner,3,89.1,5,Paid,Processing
O-00345,22-01-2026,ST-008,P-010,C-0026,Mobile App,2,89.1,0,Paid,Returned
O-00346,03-02-2026,ST-005,P-002,C-0051,Online,8,163.9,20,Pending,Delivered
O-00347,06-01-2026,ST-015,P-006,C-0049,Mobile App,6,99,10,Pending,Returned
O-00348,27-03-2026,ST-004,P-005,C-0035,Online,1,49,20,Paid,Processing
O-00349,18-04-2026,ST-007,P-009,C-0076,Partner,4,238.8,0,Pending,Returned
O-00350,20-02-2026,ST-015,P-010,C-0031,Online,8,103.95,0,Paid,Delivered
O-00351,06-01-2026,ST-003,P-008,C-0022,Partner,4,249,0,Paid,Returned
O-00352,28-04-2026,ST-014,P-004,C-0019,Online,5,208.95,20,Paid,Returned
O-00353,28-02-2026,ST-007,P-009,C-0071,Online,6,208.95,15,Pending,Delivered
O-00354,10-04-2026,ST-003,P-007,C-0019,Online,2,359.1,15,Paid,Processing
O-00355,02-03-2026,ST-005,P-007,C-0050,Online,8,478.8,15,Paid,Processing
O-00356,24-04-2026,ST-003,P-007,C-0080,Mobile App,7,359.1,10,Paid,Delivered
O-00357,15-04-2026,ST-015,P-008,C-0035,Mobile App,6,224.1,5,Paid,Processing
O-00358,06-04-2026,ST-014,P-008,C-0013,Partner,4,249,5,Paid,Processing
O-00359,27-04-2026,ST-010,P-007,C-0012,Partner,4,438.9,0,Pending,Processing
O-00360,06-03-2026,ST-009,P-001,C-0021,Partner,2,418.95,20,Paid,Delivered
